num,PNMOS,Wfin [nm],amp.,corr.x,corr.y,alpha,Ioff,IDSAT,IDLIN,IDLO,IDHI,VTSAT,VTLIN,SS,DIBL(mV),sigma(VTSAT)[mV]
,N,7,0.505,48.624,67.994,0.352,1.47E-12,4.19E-05,1.61E-05,5.43E-07,4.07E-05,0.35,0.357,61.328,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.62E-12,3.89E-05,1.44E-05,5.89E-07,3.77E-05,0.347,0.356,61.269,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.3E-12,3.98E-05,1.57E-05,4.96E-07,3.87E-05,0.353,0.36,61.237,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.52E-12,4.24E-05,1.61E-05,5.5E-07,4.11E-05,0.349,0.357,61.405,12.3077,
,N,7,0.505,48.624,67.994,0.352,8.84E-13,3.78E-05,1.54E-05,3.42E-07,3.71E-05,0.365,0.369,61.26,6.1538,
,N,7,0.505,48.624,67.994,0.352,2.78E-12,4.38E-05,1.73E-05,8.06E-07,4.24E-05,0.337,0.346,61.927,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.27E-12,4.31E-05,1.69E-05,7.16E-07,4.19E-05,0.341,0.349,61.687,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.85E-12,4.24E-05,1.63E-05,6.42E-07,4.08E-05,0.344,0.353,61.477,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.08E-12,4.16E-05,1.7E-05,6.68E-07,4.05E-05,0.343,0.35,61.58,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.68E-12,4.28E-05,1.68E-05,7.79E-07,4.14E-05,0.338,0.347,61.899,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.51E-12,4.04E-05,1.64E-05,5.26E-07,3.92E-05,0.351,0.358,61.571,10.7692,
,N,7,0.505,48.624,67.994,0.352,3.09E-12,4.21E-05,1.61E-05,8.03E-07,4.06E-05,0.337,0.345,62.289,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.9E-12,4.2E-05,1.69E-05,9.09E-07,4.08E-05,0.332,0.341,62.43,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.9E-12,4.14E-05,1.68E-05,6.34E-07,4.01E-05,0.345,0.352,61.582,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.2E-12,4.14E-05,1.62E-05,6.95E-07,4.02E-05,0.342,0.349,61.694,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.15E-12,3.59E-05,1.45E-05,4.11E-07,3.51E-05,0.359,0.366,61.558,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.59E-12,4.21E-05,1.63E-05,5.63E-07,4.09E-05,0.348,0.356,61.457,12.3077,
,N,7,0.505,48.624,67.994,0.352,1.86E-12,4.01E-05,1.65E-05,6.06E-07,3.93E-05,0.346,0.353,61.575,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.79E-12,4.23E-05,1.69E-05,6.02E-07,4.12E-05,0.346,0.355,61.623,13.8462,
,N,7,0.505,48.624,67.994,0.352,4.05E-12,4.39E-05,1.79E-05,9.55E-07,4.24E-05,0.331,0.34,62.511,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.83E-12,4.16E-05,1.65E-05,5.85E-07,4.05E-05,0.347,0.354,61.764,10.7692,
,N,7,0.505,48.624,67.994,0.352,2.1E-12,3.94E-05,1.61E-05,6.64E-07,3.85E-05,0.343,0.351,61.572,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.19E-12,4.29E-05,1.69E-05,8.8E-07,4.17E-05,0.334,0.343,62.024,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.53E-12,4.07E-05,1.63E-05,5.44E-07,3.97E-05,0.35,0.357,61.403,10.7692,
,N,7,0.505,48.624,67.994,0.352,9.9E-13,3.52E-05,1.44E-05,3.97E-07,3.46E-05,0.36,0.365,61.073,7.6923,
,N,7,0.505,48.624,67.994,0.352,2.46E-12,4.22E-05,1.66E-05,7.45E-07,4.07E-05,0.339,0.349,61.812,15.3846,
,N,7,0.505,48.624,67.994,0.352,4.12E-12,4.47E-05,1.77E-05,9.64E-07,4.3E-05,0.33,0.34,62.565,15.3846,
,N,7,0.505,48.624,67.994,0.352,1.83E-12,4.15E-05,1.64E-05,6.18E-07,3.99E-05,0.346,0.355,61.517,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.37E-12,4.23E-05,1.53E-05,5.31E-07,4.06E-05,0.35,0.359,61.205,13.8462,
,N,7,0.505,48.624,67.994,0.352,3.6E-12,4.26E-05,1.71E-05,8.92E-07,4.13E-05,0.333,0.342,62.293,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.06E-12,4.36E-05,1.66E-05,6.67E-07,4.2E-05,0.343,0.352,61.718,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.7E-12,4.04E-05,1.63E-05,5.89E-07,3.92E-05,0.347,0.356,61.518,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.73E-12,4.2E-05,1.61E-05,6.14E-07,4.04E-05,0.346,0.357,61.492,16.9231,
,N,7,0.505,48.624,67.994,0.352,1.42E-12,3.87E-05,1.56E-05,5.17E-07,3.75E-05,0.351,0.36,61.369,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.42E-12,4.03E-05,1.54E-05,5.08E-07,3.92E-05,0.352,0.358,61.377,9.2308,
,N,7,0.505,48.624,67.994,0.352,1.77E-12,4.05E-05,1.61E-05,5.98E-07,3.93E-05,0.347,0.354,61.518,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.52E-12,4.09E-05,1.65E-05,5.12E-07,3.99E-05,0.352,0.357,61.569,7.6923,
,N,7,0.505,48.624,67.994,0.352,3.15E-12,4.29E-05,1.72E-05,8.35E-07,4.16E-05,0.336,0.344,62.176,12.3077,
,N,7,0.505,48.624,67.994,0.352,2E-12,4E-05,1.61E-05,6.6E-07,3.9E-05,0.343,0.351,61.509,12.3077,
,N,7,0.505,48.624,67.994,0.352,2.77E-12,4.2E-05,1.69E-05,7.83E-07,4.06E-05,0.338,0.346,62.003,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.05E-12,4.27E-05,1.71E-05,8.32E-07,4.14E-05,0.336,0.345,62.033,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.4E-12,4.19E-05,1.58E-05,5.26E-07,4.04E-05,0.351,0.358,61.291,10.7692,
,N,7,0.505,48.624,67.994,0.352,1.9E-12,4.01E-05,1.65E-05,6.3E-07,3.93E-05,0.345,0.353,61.539,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.06E-12,4.33E-05,1.73E-05,8.05E-07,4.19E-05,0.337,0.345,62.213,12.3077,
,N,7,0.505,48.624,67.994,0.352,8.84E-13,3.77E-05,1.45E-05,3.86E-07,3.64E-05,0.361,0.37,60.853,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.29E-12,4.22E-05,1.63E-05,7.33E-07,4.09E-05,0.34,0.349,61.572,13.8462,
,N,7,0.505,48.624,67.994,0.352,1.39E-12,4.07E-05,1.58E-05,4.86E-07,3.97E-05,0.353,0.359,61.435,9.2308,
,N,7,0.505,48.624,67.994,0.352,2.57E-12,4.35E-05,1.75E-05,7.61E-07,4.21E-05,0.339,0.348,61.889,13.8462,
,N,7,0.505,48.624,67.994,0.352,2.45E-12,4.21E-05,1.63E-05,7.45E-07,4.09E-05,0.339,0.347,61.723,12.3077,
,N,7,0.505,48.624,67.994,0.352,3.69E-12,4.36E-05,1.7E-05,9.57E-07,4.21E-05,0.331,0.341,62.145,15.3846,
,N,7,0.505,48.624,67.994,0.352,2.84E-12,4.32E-05,1.75E-05,7.92E-07,4.17E-05,0.337,0.346,62.039,13.8462,
195,N,7,0.56,25.429,69.397,0.62,1.44E-12,3.63E-05,1.49E-05,5.03E-07,3.57E-05,0.352,0.358,61.431,9.2308,8.836000826
,N,7,0.56,25.429,69.397,0.62,1.66E-12,4.24E-05,1.63E-05,5.79E-07,4.13E-05,0.348,0.354,61.429,9.2308,
,N,7,0.56,25.429,69.397,0.62,1.72E-12,3.99E-05,1.54E-05,5.46E-07,3.88E-05,0.349,0.356,61.723,10.7692,
,N,7,0.56,25.429,69.397,0.62,1.62E-12,3.88E-05,1.56E-05,5.27E-07,3.8E-05,0.351,0.357,61.756,9.2308,
,N,7,0.56,25.429,69.397,0.62,4.22E-12,4.34E-05,1.8E-05,9.7E-07,4.2E-05,0.33,0.34,62.543,15.3846,
,N,7,0.56,25.429,69.397,0.62,2.61E-12,4.3E-05,1.71E-05,7.7E-07,4.18E-05,0.338,0.347,61.92,13.8462,
,N,7,0.56,25.429,69.397,0.62,3.8E-12,4.33E-05,1.76E-05,9.07E-07,4.2E-05,0.332,0.342,62.466,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.33E-12,4.15E-05,1.54E-05,5.09E-07,4E-05,0.352,0.359,61.215,10.7692,
,N,7,0.56,25.429,69.397,0.62,1.8E-12,4.13E-05,1.55E-05,5.71E-07,4E-05,0.348,0.355,61.808,10.7692,
,N,7,0.56,25.429,69.397,0.62,4.91E-12,4.28E-05,1.75E-05,1.02E-06,4.15E-05,0.328,0.338,62.878,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.8E-12,3.75E-05,1.53E-05,5.79E-07,3.68E-05,0.348,0.354,61.606,9.2308,
,N,7,0.56,25.429,69.397,0.62,1.45E-12,3.96E-05,1.47E-05,5.19E-07,3.79E-05,0.351,0.362,61.43,16.9231,
,N,7,0.56,25.429,69.397,0.62,2.63E-12,4.28E-05,1.63E-05,7.65E-07,4.15E-05,0.339,0.347,61.889,12.3077,
,N,7,0.56,25.429,69.397,0.62,7.76E-13,3.66E-05,1.54E-05,3.22E-07,3.59E-05,0.366,0.371,61.053,7.6923,
,N,7,0.56,25.429,69.397,0.62,9.4E-13,3.21E-05,1.29E-05,3.85E-07,3.14E-05,0.361,0.368,60.951,10.7692,
,N,7,0.56,25.429,69.397,0.62,2.07E-12,4.18E-05,1.69E-05,6.66E-07,4.05E-05,0.343,0.353,61.686,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.78E-12,4.04E-05,1.56E-05,5.99E-07,3.91E-05,0.347,0.355,61.507,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.59E-12,4.15E-05,1.73E-05,7.08E-07,4.05E-05,0.341,0.348,62.135,10.7692,
,N,7,0.56,25.429,69.397,0.62,2.41E-12,4.01E-05,1.58E-05,7.04E-07,3.86E-05,0.341,0.35,61.823,13.8462,
,N,7,0.56,25.429,69.397,0.62,3.61E-12,4.35E-05,1.69E-05,9.02E-07,4.2E-05,0.333,0.343,62.314,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.64E-12,4.26E-05,1.65E-05,5.79E-07,4.12E-05,0.348,0.356,61.382,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.31E-12,4.14E-05,1.66E-05,7.21E-07,4.03E-05,0.341,0.349,61.678,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.44E-12,4E-05,1.5E-05,5.22E-07,3.89E-05,0.351,0.358,61.333,10.7692,
,N,7,0.56,25.429,69.397,0.62,1.32E-12,3.82E-05,1.55E-05,4.75E-07,3.73E-05,0.354,0.361,61.349,10.7692,
,N,7,0.56,25.429,69.397,0.62,2.41E-12,3.78E-05,1.53E-05,7E-07,3.69E-05,0.341,0.349,61.86,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.27E-12,3.81E-05,1.53E-05,4.78E-07,3.73E-05,0.354,0.361,61.311,10.7692,
,N,7,0.56,25.429,69.397,0.62,2.19E-12,4.11E-05,1.68E-05,6.88E-07,3.99E-05,0.342,0.35,61.677,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.83E-12,4.08E-05,1.66E-05,6.09E-07,3.98E-05,0.346,0.354,61.612,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.6E-12,4.34E-05,1.69E-05,7.64E-07,4.2E-05,0.339,0.347,61.896,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.25E-12,4.09E-05,1.7E-05,6.93E-07,3.99E-05,0.342,0.35,61.696,12.3077,
,N,7,0.56,25.429,69.397,0.62,3.17E-12,4.12E-05,1.62E-05,8.22E-07,4.01E-05,0.336,0.344,62.259,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.17E-12,4.12E-05,1.59E-05,6.84E-07,3.96E-05,0.342,0.35,61.637,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.5E-12,4.06E-05,1.57E-05,5.24E-07,3.92E-05,0.351,0.359,61.369,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.65E-12,4.15E-05,1.57E-05,5.86E-07,3.98E-05,0.347,0.357,61.464,15.3846,
,N,7,0.56,25.429,69.397,0.62,8.61E-13,3.41E-05,1.32E-05,3.57E-07,3.32E-05,0.363,0.369,60.975,9.2308,
,N,7,0.56,25.429,69.397,0.62,1.47E-12,4.08E-05,1.5E-05,5.2E-07,3.95E-05,0.351,0.358,61.529,10.7692,
,N,7,0.56,25.429,69.397,0.62,1.82E-12,3.9E-05,1.59E-05,6.08E-07,3.82E-05,0.346,0.353,61.509,10.7692,
,N,7,0.56,25.429,69.397,0.62,2.81E-12,4.21E-05,1.65E-05,7.83E-07,4.09E-05,0.338,0.347,62.09,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.81E-12,3.98E-05,1.52E-05,5.86E-07,3.88E-05,0.347,0.353,61.702,9.2308,
,N,7,0.56,25.429,69.397,0.62,1.59E-12,4.03E-05,1.57E-05,5.71E-07,3.93E-05,0.348,0.356,61.357,12.3077,
,N,7,0.56,25.429,69.397,0.62,4.11E-12,4.39E-05,1.79E-05,9.54E-07,4.24E-05,0.331,0.34,62.538,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.56E-12,3.8E-05,1.56E-05,5.39E-07,3.72E-05,0.35,0.359,61.419,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.86E-12,4.18E-05,1.55E-05,6.55E-07,3.95E-05,0.344,0.354,61.431,15.3846,
,N,7,0.56,25.429,69.397,0.62,9.69E-13,4.02E-05,1.64E-05,3.83E-07,3.92E-05,0.361,0.367,61.169,9.2308,
,N,7,0.56,25.429,69.397,0.62,2.29E-12,4.18E-05,1.68E-05,6.93E-07,4.08E-05,0.342,0.349,61.877,10.7692,
,N,7,0.56,25.429,69.397,0.62,3.51E-12,4.37E-05,1.78E-05,9.09E-07,4.24E-05,0.333,0.344,62.296,16.9231,
,N,7,0.56,25.429,69.397,0.62,1.5E-12,3.99E-05,1.58E-05,5.48E-07,3.87E-05,0.349,0.357,61.368,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.78E-12,4E-05,1.62E-05,6.09E-07,3.91E-05,0.346,0.355,61.499,13.8462,
,N,7,0.56,25.429,69.397,0.62,2.85E-12,4.03E-05,1.69E-05,7.89E-07,3.93E-05,0.337,0.347,62.118,15.3846,
,N,7,0.56,25.429,69.397,0.62,2.23E-12,4.23E-05,1.67E-05,6.83E-07,4.11E-05,0.342,0.35,61.815,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.05E-12,4.4E-05,1.6E-05,6.61E-07,4.25E-05,0.343,0.352,61.826,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.76E-12,3.94E-05,1.63E-05,5.77E-07,3.84E-05,0.348,0.356,61.661,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.44E-12,3.85E-05,1.57E-05,4.94E-07,3.77E-05,0.353,0.358,61.438,7.6923,
,N,7,0.56,25.429,69.397,0.62,3.17E-12,4.43E-05,1.72E-05,8.67E-07,4.3E-05,0.334,0.345,62.165,16.9231,
,N,7,0.56,25.429,69.397,0.62,1.59E-12,4.05E-05,1.58E-05,5.69E-07,3.95E-05,0.348,0.356,61.371,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.26E-12,4.05E-05,1.62E-05,4.81E-07,3.92E-05,0.354,0.362,61.182,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.18E-12,4.2E-05,1.63E-05,7.12E-07,4.06E-05,0.341,0.35,61.56,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.79E-12,4.17E-05,1.68E-05,6.16E-07,4.06E-05,0.346,0.355,61.479,13.8462,
,N,7,0.56,25.429,69.397,0.62,4.66E-12,4.17E-05,1.68E-05,9.77E-07,4.06E-05,0.329,0.339,62.749,15.3846,
,N,7,0.56,25.429,69.397,0.62,8.98E-13,3.64E-05,1.38E-05,3.79E-07,3.53E-05,0.361,0.367,60.994,9.2308,
,N,7,0.56,25.429,69.397,0.62,2.53E-12,4.02E-05,1.63E-05,7.12E-07,3.92E-05,0.341,0.347,61.992,9.2308,
,N,7,0.56,25.429,69.397,0.62,1.11E-12,3.86E-05,1.53E-05,4.45E-07,3.74E-05,0.356,0.365,61.099,13.8462,
,N,7,0.56,25.429,69.397,0.62,2.24E-12,4.36E-05,1.7E-05,7.17E-07,4.24E-05,0.341,0.349,61.704,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.06E-12,4.33E-05,1.67E-05,6.78E-07,4.19E-05,0.343,0.351,61.562,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.75E-12,3.85E-05,1.59E-05,5.82E-07,3.77E-05,0.347,0.355,61.578,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.29E-12,4.03E-05,1.71E-05,6.81E-07,3.93E-05,0.342,0.349,61.871,10.7692,
,N,7,0.56,25.429,69.397,0.62,2.38E-12,4.15E-05,1.63E-05,7.27E-07,4.01E-05,0.34,0.348,61.828,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.2E-12,4.12E-05,1.67E-05,6.84E-07,4.01E-05,0.342,0.351,61.739,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.01E-12,3.93E-05,1.61E-05,4E-07,3.83E-05,0.36,0.367,61.172,10.7692,
,N,7,0.56,25.429,69.397,0.62,1.17E-12,3.73E-05,1.52E-05,4.58E-07,3.62E-05,0.355,0.364,61.252,13.8462,
,N,7,0.56,25.429,69.397,0.62,4.43E-12,4.34E-05,1.73E-05,1.01E-06,4.2E-05,0.329,0.34,62.602,16.9231,
,N,7,0.56,25.429,69.397,0.62,1.64E-12,3.87E-05,1.48E-05,5.71E-07,3.78E-05,0.348,0.355,61.359,10.7692,
,N,7,0.56,25.429,69.397,0.62,2.1E-12,4.31E-05,1.68E-05,6.84E-07,4.15E-05,0.342,0.35,61.582,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.7E-12,4.1E-05,1.61E-05,5.69E-07,4E-05,0.348,0.355,61.599,10.7692,
,N,7,0.56,25.429,69.397,0.62,1.89E-12,3.99E-05,1.62E-05,6.2E-07,3.9E-05,0.345,0.353,61.467,12.3077,
,N,7,0.56,25.429,69.397,0.62,3.5E-12,4.31E-05,1.72E-05,9.09E-07,4.16E-05,0.333,0.343,62.218,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.98E-12,4.23E-05,1.69E-05,6.56E-07,4.1E-05,0.344,0.352,61.596,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.64E-12,4.25E-05,1.63E-05,7.81E-07,4.12E-05,0.338,0.347,61.832,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.44E-12,4.05E-05,1.61E-05,5.41E-07,3.93E-05,0.35,0.358,61.274,12.3077,
,N,7,0.56,25.429,69.397,0.62,3.97E-12,4.32E-05,1.71E-05,9.59E-07,4.19E-05,0.331,0.341,62.411,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.63E-12,3.91E-05,1.6E-05,5.25E-07,3.83E-05,0.351,0.356,61.673,7.6923,
,N,7,0.56,25.429,69.397,0.62,2.83E-12,4.16E-05,1.55E-05,8.28E-07,4.01E-05,0.336,0.346,61.779,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.84E-12,3.99E-05,1.54E-05,6.2E-07,3.85E-05,0.345,0.354,61.625,13.8462,
,N,7,0.56,25.429,69.397,0.62,2.28E-12,3.96E-05,1.6E-05,7E-07,3.86E-05,0.341,0.35,61.671,13.8462,
,N,7,0.56,25.429,69.397,0.62,5.99E-13,3.51E-05,1.41E-05,2.61E-07,3.4E-05,0.372,0.378,61.064,9.2308,
,N,7,0.56,25.429,69.397,0.62,2.21E-12,4.11E-05,1.57E-05,6.82E-07,3.98E-05,0.342,0.35,61.761,12.3077,
,N,7,0.56,25.429,69.397,0.62,4.04E-12,4.41E-05,1.75E-05,9.84E-07,4.27E-05,0.33,0.34,62.338,15.3846,
,N,7,0.56,25.429,69.397,0.62,2.84E-12,4.25E-05,1.75E-05,8.02E-07,4.13E-05,0.337,0.346,61.984,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.96E-12,3.93E-05,1.61E-05,5.98E-07,3.84E-05,0.347,0.354,61.661,10.7692,
,N,7,0.56,25.429,69.397,0.62,1.15E-12,3.8E-05,1.55E-05,4.26E-07,3.72E-05,0.358,0.363,61.301,7.6923,
,N,7,0.56,25.429,69.397,0.62,1.9E-12,4.2E-05,1.59E-05,6.26E-07,4.07E-05,0.345,0.353,61.593,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.44E-12,4.01E-05,1.65E-05,5.17E-07,3.9E-05,0.351,0.359,61.452,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.3E-12,3.98E-05,1.58E-05,4.72E-07,3.88E-05,0.354,0.362,61.291,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.46E-12,4.29E-05,1.67E-05,7.56E-07,4.15E-05,0.339,0.348,61.79,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.77E-12,4.14E-05,1.72E-05,6.13E-07,4.01E-05,0.346,0.356,61.481,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.65E-12,3.98E-05,1.61E-05,5.28E-07,3.87E-05,0.35,0.356,61.824,9.2308,
,N,7,0.56,25.429,69.397,0.62,2.72E-12,3.76E-05,1.59E-05,7.42E-07,3.68E-05,0.339,0.348,62.021,13.8462,
,N,7,0.56,25.429,69.397,0.62,2.64E-12,4.06E-05,1.54E-05,7.7E-07,3.93E-05,0.338,0.347,61.826,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.16E-12,4.01E-05,1.55E-05,4.54E-07,3.86E-05,0.355,0.362,61.192,10.7692,
,N,7,0.56,25.429,69.397,0.62,1.69E-12,4.26E-05,1.65E-05,5.76E-07,4.1E-05,0.348,0.355,61.489,10.7692,
,N,7,0.56,25.429,69.397,0.62,3.22E-12,4.28E-05,1.68E-05,8.71E-07,4.15E-05,0.334,0.343,62.054,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.49E-12,3.77E-05,1.55E-05,5.41E-07,3.69E-05,0.35,0.358,61.313,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.47E-12,4.27E-05,1.64E-05,5.42E-07,4.14E-05,0.35,0.358,61.348,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.58E-12,4.21E-05,1.61E-05,5.67E-07,4.07E-05,0.348,0.356,61.349,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.73E-12,3.89E-05,1.59E-05,5.55E-07,3.8E-05,0.349,0.356,61.661,10.7692,
,N,7,0.56,25.429,69.397,0.62,4.08E-12,4.28E-05,1.76E-05,9.5E-07,4.16E-05,0.331,0.341,62.508,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.78E-12,3.72E-05,1.51E-05,5.93E-07,3.62E-05,0.347,0.355,61.487,12.3077,
,N,7,0.56,25.429,69.397,0.62,2.11E-12,4.41E-05,1.63E-05,6.97E-07,4.23E-05,0.342,0.351,61.559,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.32E-12,3.79E-05,1.52E-05,5.01E-07,3.68E-05,0.352,0.36,61.281,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.37E-12,4.03E-05,1.61E-05,4.94E-07,3.92E-05,0.353,0.359,61.427,9.2308,
,N,7,0.56,25.429,69.397,0.62,2.4E-12,4.04E-05,1.54E-05,7.27E-07,3.93E-05,0.34,0.349,61.786,13.8462,
,N,7,0.56,25.429,69.397,0.62,3.49E-12,4.27E-05,1.73E-05,8.95E-07,4.15E-05,0.333,0.342,62.193,13.8462,
,N,7,0.56,25.429,69.397,0.62,2.19E-12,4.23E-05,1.6E-05,6.74E-07,4.1E-05,0.343,0.351,61.834,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.12E-12,3.71E-05,1.51E-05,4.12E-07,3.64E-05,0.359,0.364,61.359,7.6923,
,N,7,0.56,25.429,69.397,0.62,2.15E-12,4.07E-05,1.54E-05,6.66E-07,3.96E-05,0.343,0.35,61.72,10.7692,
,N,7,0.56,25.429,69.397,0.62,1.55E-12,3.94E-05,1.59E-05,5.51E-07,3.83E-05,0.349,0.357,61.389,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.83E-12,4.21E-05,1.67E-05,6.23E-07,4.08E-05,0.345,0.353,61.453,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.45E-12,3.9E-05,1.62E-05,4.94E-07,3.82E-05,0.353,0.358,61.519,7.6923,
,N,7,0.56,25.429,69.397,0.62,1.9E-12,4.25E-05,1.65E-05,6.28E-07,4.1E-05,0.345,0.353,61.607,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.02E-12,3.84E-05,1.5E-05,3.98E-07,3.7E-05,0.36,0.365,61.259,7.6923,
,N,7,0.56,25.429,69.397,0.62,2.69E-12,4.3E-05,1.63E-05,8.01E-07,4.14E-05,0.337,0.346,61.814,13.8462,
,N,7,0.56,25.429,69.397,0.62,3.91E-12,4.34E-05,1.72E-05,9.61E-07,4.2E-05,0.331,0.341,62.374,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.7E-12,4.21E-05,1.52E-05,5.82E-07,3.98E-05,0.347,0.357,61.516,15.3846,
,N,7,0.56,25.429,69.397,0.62,2.43E-12,4.27E-05,1.73E-05,7.42E-07,4.15E-05,0.34,0.349,61.834,13.8462,
,N,7,0.56,25.429,69.397,0.62,1.88E-12,4.26E-05,1.73E-05,6.23E-07,4.15E-05,0.345,0.353,61.677,12.3077,
,N,7,0.56,25.429,69.397,0.62,4.4E-12,4.13E-05,1.7E-05,9.84E-07,4E-05,0.329,0.34,62.625,16.9231,
,N,7,0.56,25.429,69.397,0.62,1.13E-12,3.7E-05,1.43E-05,4.09E-07,3.61E-05,0.359,0.363,61.382,6.1538,
,N,7,0.56,25.429,69.397,0.62,1.78E-12,4.03E-05,1.62E-05,6.03E-07,3.94E-05,0.346,0.354,61.483,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.84E-12,3.98E-05,1.58E-05,6.17E-07,3.86E-05,0.346,0.354,61.457,12.3077,
,N,7,0.56,25.429,69.397,0.62,1.28E-12,3.54E-05,1.44E-05,4.81E-07,3.47E-05,0.354,0.359,61.246,7.6923,
,N,7,0.56,25.429,69.397,0.62,1.68E-12,4.12E-05,1.62E-05,5.73E-07,4.02E-05,0.348,0.355,61.491,10.7692,
,N,7,0.56,25.429,69.397,0.62,2.42E-12,4.19E-05,1.68E-05,7.39E-07,4.06E-05,0.34,0.349,61.747,13.8462,
,N,7,0.56,25.429,69.397,0.62,2.81E-12,4.11E-05,1.62E-05,8.16E-07,4.01E-05,0.336,0.346,61.88,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.85E-12,3.98E-05,1.56E-05,6.31E-07,3.88E-05,0.345,0.351,61.461,9.2308,
,N,7,0.56,25.429,69.397,0.62,3.55E-12,4.11E-05,1.69E-05,8.86E-07,4.01E-05,0.333,0.342,62.238,13.8462,
,N,7,0.56,25.429,69.397,0.62,3.55E-12,4.35E-05,1.73E-05,8.85E-07,4.22E-05,0.333,0.343,62.342,15.3846,
,N,7,0.56,25.429,69.397,0.62,1.16E-12,4.07E-05,1.54E-05,4.16E-07,3.94E-05,0.358,0.363,61.569,7.6923,
